"uber_name","uber_write","uber_date","page_num","threads","links","tot_pop","pop_per_thread","uber_write_filtered"
"New2This","Bart McCoy saidEerie covers in MD nowClick to expandI got told by another Erie agent that theyre not in VA yet","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",22,180,"  Eerie covers in MD now I got told by another Erie agent that theyre not in VA yet"
"tavita","New2This saidMy cars registered in VA I have the GEICO policy It was 200 down 150month To the best of my knowledge I have no restrictions on where I can drive with it I drive DC ughMDVABart Ill PM you  introduce you to the GEICO guy I dealt with Hes sharp  does rideshare policies all day longClick to expandWould you mind passing on that info for the GEICO rep please  I am in Portland Oregon looking to relocate to the NOVADCMD area but also trying to find the best place to land by factoring in cost of rideshare insurance rent tax distance to DC  Thanks","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",1,180,"  My cars registered in VA I have the GEICO policy It was 200 down 150month To the best of my knowledge I have no restrictions on where I can drive with it I drive DC ughMDVABart Ill PM you  introduce you to the GEICO guy I dealt with Hes sharp  does rideshare policies all day long Would you mind passing on that info for the GEICO rep please  I am in Portland Oregon looking to relocate to the NOVADCMD area but also trying to find the best place to land by factoring in cost of rideshare insurance rent tax distance to DC  Thanks"
"Bart McCoy","numbakrunch saidI know all insurance companies are s when it comes to pay out claims but I would recommend you review some of the reviews for Erie InsuranceClick to expandUnfortunately not many options for rideshareThe reviews you talking about regular polices or rideshare policies or both lolTo be honest Im just trying to go the cheapest route since we all know Uber doesnt pay much","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",23,180,"  I know all insurance companies are s when it comes to pay out claims but I would recommend you review some of the reviews for Erie Insurance Unfortunately not many options for rideshareThe reviews you talking about regular polices or rideshare policies or both lolTo be honest Im just trying to go the cheapest route since we all know Uber doesnt pay much"
"KenM","Another Uber Driver saidIn the District of Columbia the only option is ErieIn Maryland the only option is GEICOIn  Virginia the options are GEICO or MetromileI live in the District of Columbia  Erie is just under fifteen hundred the year 2014 Fusion hybrid full coverage onehundred thousandthree hundred thousand liability fivehundred dollar deductible on collisioncomprehensive sixty year old male with clean record  There is a twelvethousandfivehundred mile limit which is fine as I do TNC only enough to stay in the game anyhow  Usually I drive the cab   I have another car for nonbusiness useI had read from other posters that the price in Maryland is not that bad  Yours seems excessive  The new car might be driving up the premiums on the full coverage   Its being leased might have something to do with the risks rating  Still it does seem highFrom what Virginia residents have posted the premiums are high there  One Virginia resident even posted that he could not purchase Metromile there  Metromiles website shows that it is available in VirginiaClick to expandThank you for the lead BTW Got EERIE","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",9,180,"  In the District of Columbia the only option is ErieIn Maryland the only option is GEICOIn  Virginia the options are GEICO or MetromileI live in the District of Columbia  Erie is just under fifteen hundred the year 2014 Fusion hybrid full coverage onehundred thousandthree hundred thousand liability fivehundred dollar deductible on collisioncomprehensive sixty year old male with clean record  There is a twelvethousandfivehundred mile limit which is fine as I do TNC only enough to stay in the game anyhow  Usually I drive the cab   I have another car for nonbusiness useI had read from other posters that the price in Maryland is not that bad  Yours seems excessive  The new car might be driving up the premiums on the full coverage   Its being leased might have something to do with the risks rating  Still it does seem highFrom what Virginia residents have posted the premiums are high there  One Virginia resident even posted that he could not purchase Metromile there  Metromiles website shows that it is available in Virginia Thank you for the lead BTW Got EERIE"
"everythingsuber","KenM saidCalled GEICO Commercial at 8665099444 Took notes double checkedI am covered by ridesharing insurance within 50 mile radius from the home address on file Rockville MD That includes all DC area Yes you can drive within 50 miles radius on a regular basis If I go beyond that more than occasionally let us know We priced your insurance expecting you to drive 2025K a yearClick to expandThe miles seem low How many miles a week are you doing now","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",1,180,"  Called GEICO Commercial at 8665099444 Took notes double checkedI am covered by ridesharing insurance within 50 mile radius from the home address on file Rockville MD That includes all DC area Yes you can drive within 50 miles radius on a regular basis If I go beyond that more than occasionally let us know We priced your insurance expecting you to drive 2025K a year The miles seem low How many miles a week are you doing now"
"KenM","everythingsuber saidThe miles seem low How many miles a week are you doing nowClick to expandYes low estimate My problem was with paying 3000 per year though","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",9,180,"  The miles seem low How many miles a week are you doing now Yes low estimate My problem was with paying 3000 per year though"
"PeacefulJ","Im with Erie although its a bit expensive","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",9,180,"Im with Erie although its a bit expensive"
"Uber lol","New2This saidMy cars registered in VA I have the GEICO policy It was 200 down 150month To the best of my knowledge I have no restrictions on where I can drive with it I drive DC ughMDVABart Ill PM you  introduce you to the GEICO guy I dealt with Hes sharp  does rideshare policies all day longClick to expandCan you pass his info please","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",1,180,"  My cars registered in VA I have the GEICO policy It was 200 down 150month To the best of my knowledge I have no restrictions on where I can drive with it I drive DC ughMDVABart Ill PM you  introduce you to the GEICO guy I dealt with Hes sharp  does rideshare policies all day long Can you pass his info please"
"New2This","I have Erie for my nonUberworthy car McCabe Ins saidYESClick to expandId love to get it on my Uber car as well if its available in VA Are you saying YES that Erie rideshare policy is available in VA","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",22,180,"I have Erie for my nonUberworthy car   YES Id love to get it on my Uber car as well if its available in VA Are you saying YES that Erie rideshare policy is available in VA"
"New2This","Uber lol saidCan you pass his info pleaseClick to expandHe asked me to have people just call GEICO directly Its actually faster response that way","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",22,180,"  Can you pass his info please He asked me to have people just call GEICO directly Its actually faster response that way"
"Laconic","GEICO DC is extremely expensive It is a commercial car insurance they quoted me 3600 I went to Eries in MacArthur Blvd and got TNC for less than  1400","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",1,180,"GEICO DC is extremely expensive It is a commercial car insurance they quoted me 3600 I went to Eries in MacArthur Blvd and got TNC for less than  1400"
"New2This","I would go with Erie for rideshare in a heartbeat but they arent available in VA","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",22,180,"I would go with Erie for rideshare in a heartbeat but they arent available in VA"
"Uberduber","KenM saidHiI got my car through xChange Leasing and spent a day learning about ridesharing insurance requirementIn Maryland I am stuck with Geico Commercial policy  3000 a year no way to suspend it while I travel away for three weeks for my regular job and cant drive for Uber Are there any other insurance options in MarylandWhat about Virginia I am about to move there Any other companies insure Uber driversClick to expandYeah its called keep your mouth shut and drive carefully","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",2,180,"  HiI got my car through xChange Leasing and spent a day learning about ridesharing insurance requirementIn Maryland I am stuck with Geico Commercial policy  3000 a year no way to suspend it while I travel away for three weeks for my regular job and cant drive for Uber Are there any other insurance options in MarylandWhat about Virginia I am about to move there Any other companies insure Uber drivers Yeah its called keep your mouth shut and drive carefully"
"Alidean","Uberduber saidYeah its called keep your mouth shut and drive carefullyClick to expand Thats the defense im deploying","Mar 28, 2016","2","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-2",2,180,"  Yeah its called keep your mouth shut and drive carefully  Thats the defense im deploying"
"McCabe Ins","New2This saidI would go with Erie for rideshare in a heartbeat but they arent available in VAClick to expandI recently found out that Erie Insurance IS OFFERING RIDE SHARE AUTO COVERAGE IN VA","Sep 30, 2016","3","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-3",1,180,"  I would go with Erie for rideshare in a heartbeat but they arent available in VA I recently found out that Erie Insurance IS OFFERING RIDE SHARE AUTO COVERAGE IN VA"
"G00fy4518","Another good option just did it for mine  MD is to get the rideshare gap insurance by USAA 30 extra a month on top of my regular insurance with them it only covers the time when you are online waiting for a ping but thats all you really need anywayAlso as an asidemake sure to tell your company that you are driving uber its generally in your contract with them so as not to get dropped from your regular coverage for no good reason","Sep 30, 2016","3","ride-sharing-insuranc","https://uberpeople.net/threads/ride-sharing-insurance.68117/page-3",2,180,"Another good option just did it for mine  MD is to get the rideshare gap insurance by USAA 30 extra a month on top of my regular insurance with them it only covers the time when you are online waiting for a ping but thats all you really need anywayAlso as an asidemake sure to tell your company that you are driving uber its generally in your contract with them so as not to get dropped from your regular coverage for no good reason"
"JackE","Hido you guys use your personal insurance or have rideshare insurance i heard a few rumors about Geico finding out you work with Uber and dropping you Is this True","Oct 23, 2016","1","what-insurance-do-you-guys-use-for-uber-x","https://uberpeople.net/threads/what-insurance-do-you-guys-use-for-uber-x.112936/page-1",3,7,"Hido you guys use your personal insurance or have rideshare insurance i heard a few rumors about Geico finding out you work with Uber and dropping you Is this True"
"CrazyT","I have Geico commercial insurance  When I bought my new car I actually called Geico and told them I was considering driving and looking at options  They were very accommodating  Its a bit pricey 2333 for a year for me but at least I dont panic when some jag off is too busy on their phone to see people stopping in front of them  Well I do because I really dont want to get hit but at least I dont have to worry that if I do Im on my own","Oct 23, 2016","1","what-insurance-do-you-guys-use-for-uber-x","https://uberpeople.net/threads/what-insurance-do-you-guys-use-for-uber-x.112936/page-1",7,7,"I have Geico commercial insurance  When I bought my new car I actually called Geico and told them I was considering driving and looking at options  They were very accommodating  Its a bit pricey 2333 for a year for me but at least I dont panic when some jag off is too busy on their phone to see people stopping in front of them  Well I do because I really dont want to get hit but at least I dont have to worry that if I do Im on my own"
"Another Uber Driver","I live in DC  I use Erie  The rates are reasonable  Erie sells an endorsement for TNC work in the District of Columbia  Erie is an old company192os","Oct 23, 2016","1","what-insurance-do-you-guys-use-for-uber-x","https://uberpeople.net/threads/what-insurance-do-you-guys-use-for-uber-x.112936/page-1",37,7,"I live in DC  I use Erie  The rates are reasonable  Erie sells an endorsement for TNC work in the District of Columbia  Erie is an old company192os"
"spdtalentthrill9","Ive been on personal for over a year now they havent found out For the people that say they wont cover it i say thank god let my car get totaled and then i can be done with uber lol","Oct 23, 2016","1","what-insurance-do-you-guys-use-for-uber-x","https://uberpeople.net/threads/what-insurance-do-you-guys-use-for-uber-x.112936/page-1",2,7,"Ive been on personal for over a year now they havent found out For the people that say they wont cover it i say thank god let my car get totaled and then i can be done with uber lol"
"leosc","CrazyT saidI have Geico commercial insurance  When I bought my new car I actually called Geico and told them I was considering driving and looking at options  They were very accommodating  Its a bit pricey 2333 for a year for me but at least I dont panic when some jag off is too busy on their phone to see people stopping in front of them  Well I do because I really dont want to get hit but at least I dont have to worry that if I do Im on my ownClick to expand2333 per yearOh my","Oct 23, 2016","1","what-insurance-do-you-guys-use-for-uber-x","https://uberpeople.net/threads/what-insurance-do-you-guys-use-for-uber-x.112936/page-1",17,7,"  I have Geico commercial insurance  When I bought my new car I actually called Geico and told them I was considering driving and looking at options  They were very accommodating  Its a bit pricey 2333 for a year for me but at least I dont panic when some jag off is too busy on their phone to see people stopping in front of them  Well I do because I really dont want to get hit but at least I dont have to worry that if I do Im on my own 2333 per yearOh my"
"ILikeSpam","spdtalentthrill9 saidIve been on personal for over a year now they havent found out For the people that say they wont cover it i say thank god let my car get totaled and then i can be done with uber lolClick to expandThe only people you need to worry about are the insurance company and the holder of your car noteIf you total your car they might not pay your auto finance company may call your note in as you borrowed the money for a car for personal reasons not business and the finance company will add commercial insurance dating back to when you signed the note to protect their interestsYou really need properly insured","Oct 23, 2016","1","what-insurance-do-you-guys-use-for-uber-x","https://uberpeople.net/threads/what-insurance-do-you-guys-use-for-uber-x.112936/page-1",3,7,"  Ive been on personal for over a year now they havent found out For the people that say they wont cover it i say thank god let my car get totaled and then i can be done with uber lol The only people you need to worry about are the insurance company and the holder of your car noteIf you total your car they might not pay your auto finance company may call your note in as you borrowed the money for a car for personal reasons not business and the finance company will add commercial insurance dating back to when you signed the note to protect their interestsYou really need properly insured"
"NITWITone","leosc said2333 per yearOh myClick to expandDepends on your driving record leosc","Oct 23, 2016","1","what-insurance-do-you-guys-use-for-uber-x","https://uberpeople.net/threads/what-insurance-do-you-guys-use-for-uber-x.112936/page-1",3,7,"  2333 per yearOh my Depends on your driving record "
"illuminati","Hello did a little research about the insurance from Uber and I am wondering if I am in an accident and its the other person fault then Uber shouldnt have to do anything Id just go through the other person insurance correctSo when exactly does the 1000 deductible come into play When its my faultAnd whats up with people saying Uber doesnt cover you if its your fault in an accdent isnt that the only time they have to cover you If its my fault then uber should fix my car and if its not my fault then I go through the other person insurance correctJust dont understand why people say uber wont cover you if its your fault when thats pretty much the only time we would need to use their insurance","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",4,73,"Hello did a little research about the insurance from Uber and I am wondering if I am in an accident and its the other person fault then Uber shouldnt have to do anything Id just go through the other person insurance correctSo when exactly does the 1000 deductible come into play When its my faultAnd whats up with people saying Uber doesnt cover you if its your fault in an accdent isnt that the only time they have to cover you If its my fault then uber should fix my car and if its not my fault then I go through the other person insurance correctJust dont understand why people say uber wont cover you if its your fault when thats pretty much the only time we would need to use their insurance"
"PeacefulJ","illuminati saidHello did a little research about the insurance from Uber and I am wondering if I am in an accident and its the other person fault then Uber shouldnt have to do anything Id just go through the other person insurance correctSo when exactly does the 1000 deductible come into play When its my faultAnd whats up with people saying Uber doesnt cover you if its your fault in an accdent isnt that the only time they have to cover you If its my fault then uber should fix my car and if its not my fault then I go through the other person insurance correctJust dont understand why people say uber wont cover you if its your fault when thats pretty much the only time we would need to use their insuranceClick to expandIt is your responsibility to have commercial insurance If you think uber is going to cover you in an accident think again Though uber has an insurance policy its not what you seem to think it is GET COMMERCIAL INSURANCE OR YOU WILL BE UP SHTS CREEK WITHOUT A PADDLE","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",9,73,"  Hello did a little research about the insurance from Uber and I am wondering if I am in an accident and its the other person fault then Uber shouldnt have to do anything Id just go through the other person insurance correctSo when exactly does the 1000 deductible come into play When its my faultAnd whats up with people saying Uber doesnt cover you if its your fault in an accdent isnt that the only time they have to cover you If its my fault then uber should fix my car and if its not my fault then I go through the other person insurance correctJust dont understand why people say uber wont cover you if its your fault when thats pretty much the only time we would need to use their insurance It is your responsibility to have commercial insurance If you think uber is going to cover you in an accident think again Though uber has an insurance policy its not what you seem to think it is GET COMMERCIAL INSURANCE OR YOU WILL BE UP SHTS CREEK WITHOUT A PADDLE"
"Ubermanpt","But what he is asking if you get in an accident and it isnt your fault the other persons insurance should take care of it and you wont need to deal with uber or your own insurance you only need to work with other insurance company Is this correct or will their need to be notified ","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",1,73,"But what he is asking if you get in an accident and it isnt your fault the other persons insurance should take care of it and you wont need to deal with uber or your own insurance you only need to work with other insurance company Is this correct or will their need to be notified "
"Uberest","If you are in an accident and the other driver was at fault your claim is against the other drivers insurance company  not your personal policy and not Ubers policy James River  However you need to report the accident to uber and your personal company  Uber may deactivate you temporarilyIf you were at fault while on uber business  with pax in car  the drivers you hit and your pax will file claims against James River and perhaps your personal policy   Repair of your car will be subject to the 1000 deductible at James River or if you use your personal policy its deductible  But if your personal policy doesnt allow for ridesharing they wont do anything except cancel you","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",3,73,"If you are in an accident and the other driver was at fault your claim is against the other drivers insurance company  not your personal policy and not Ubers policy James River  However you need to report the accident to uber and your personal company  Uber may deactivate you temporarilyIf you were at fault while on uber business  with pax in car  the drivers you hit and your pax will file claims against James River and perhaps your personal policy   Repair of your car will be subject to the 1000 deductible at James River or if you use your personal policy its deductible  But if your personal policy doesnt allow for ridesharing they wont do anything except cancel you"
"PeacefulJ","Uberest saidIf you are in an accident and the other driver was at fault your claim is against the other drivers insurance company  not your personal policy and not Ubers policy James River  However you need to report the accident to uber and your personal company  Uber may deactivate you temporarilyIf you were at fault while on uber business  with pax in car  the drivers you hit and your pax will file claims against James River and perhaps your personal policy   Repair of your car will be subject to the 1000 deductible at James River or if you use your personal policy its deductible But if your personal policy doesnt allow for ridesharing they wont do anything except cancel youClick to expandWell said","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",9,73,"  If you are in an accident and the other driver was at fault your claim is against the other drivers insurance company  not your personal policy and not Ubers policy James River  However you need to report the accident to uber and your personal company  Uber may deactivate you temporarilyIf you were at fault while on uber business  with pax in car  the drivers you hit and your pax will file claims against James River and perhaps your personal policy   Repair of your car will be subject to the 1000 deductible at James River or if you use your personal policy its deductible But if your personal policy doesnt allow for ridesharing they wont do anything except cancel you Well  "
"PeacefulJ","Ubermanpt saidBut what he is asking if you get in an accident and it isnt your fault the other persons insurance should take care of it and you wont need to deal with uber or your own insurance you only need to work with other insurance company Is this correct or will their need to be notified Click to expandThe reason I said what I did to the OP is because it seems like they are solely relying on ubers insurance for coverage","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",9,73,"  But what he is asking if you get in an accident and it isnt your fault the other persons insurance should take care of it and you wont need to deal with uber or your own insurance you only need to work with other insurance company Is this correct or will their need to be notified  The reason I   what I did to the OP is because it seems like they are solely relying on ubers insurance for coverage"
"nobody","PeacefulJ saidIt is your responsibility to have commercial insurance If you think uber is going to cover you in an accident think again Though uber has an insurance policy its not what you seem to think it is GET COMMERCIAL INSURANCE OR YOU WILL BE UP SHTS CREEK WITHOUT A PADDLEClick to expandI was in an accident back in February that was basically my fault and John River covered the complete cost of repair of the other car involved  My car was totaled and they wrote a check to the bank I had my loan with completely paying it off  I didnt have to come out of pocket for anything other than purchasing another vehicle of course","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",4,73,"  It is your responsibility to have commercial insurance If you think uber is going to cover you in an accident think again Though uber has an insurance policy its not what you seem to think it is GET COMMERCIAL INSURANCE OR YOU WILL BE UP SHTS CREEK WITHOUT A PADDLE I was in an accident back in February that was basically my fault and John River covered the complete cost of repair of the other car involved  My car was totaled and they wrote a check to the bank I had my loan with completely paying it off  I didnt have to come out of pocket for anything other than purchasing another vehicle of course"
"PeacefulJ","nobody saidI was in an accident back in February that was basically my fault and John River covered the complete cost of repair of the other car involved  My car was totaled and they wrote a check to the bank I had my loan with completely paying it off  I didnt have to come out of pocket for anything other than purchasing another vehicle of courseClick to expandDo you have commercial insurance","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",9,73,"  I was in an accident back in February that was basically my fault and John River covered the complete cost of repair of the other car involved  My car was totaled and they wrote a check to the bank I had my loan with completely paying it off  I didnt have to come out of pocket for anything other than purchasing another vehicle of course Do you have commercial insurance"
"Fuzzyelvis","And there are plenty of folks driving around with no insurance  I have been rearended AND been hit by someone running a red light both with no insurance  My SO had an SUV pull out of a strip center right in front of him which he couldnt avoid totalling his car  The SUV was 4 months old and the people had bought it and NEVER made a payment AND only bought insurance for a month just to get it financed  It would have been repossessed but they hadnt been found yet  At that point it was reported stolen  He was injured and actually sued his own insurance to get them to pay his medical bills they paid for the car no problemThe other folks may or may not have stayed in jail long but they filed bankruptcy and so his insurance recovered nothing  Many years ago he was hit by a drunk driver who ran the red light then ran from the scene  The police caught him after quite a long chase but guess what  No insuranceGood luck collecting on your uninsured motorist through your insurance if youre ubering  FYI Ubers medical is for the pax not youOur insurance has paid out a ridiculous amount under the uninsured motorist policy  And these were all accidents that were unavoidable  The red light runners were not the just as the light changes types you can avoid by not taking off immediately when it turns green  The guy who pulled out in front of him was stopped and then simply took off without looking  Rearended sitting at a lightcant avoid that  Has happened to me twice  The second time they did have insuranceOh and in all the uninsured motorist accidents we were working  Three of them we were delivering newspapers to the route runners and one he was delivering pizzaYour chances of an accident go up when you drive more miles  Funny that","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",1,73,"And there are plenty of folks driving around with no insurance  I have been rearended AND been hit by someone running a red light both with no insurance  My SO had an SUV pull out of a strip center right in front of him which he couldnt avoid totalling his car  The SUV was 4 months old and the people had bought it and NEVER made a payment AND only bought insurance for a month just to get it financed  It would have been repossessed but they hadnt been found yet  At that point it was reported stolen  He was injured and actually sued his own insurance to get them to pay his medical bills they paid for the car no problemThe other folks may or may not have stayed in jail long but they filed bankruptcy and so his insurance recovered nothing  Many years ago he was hit by a drunk driver who ran the red light then ran from the scene  The police caught him after quite a long chase but guess what  No insuranceGood luck collecting on your uninsured motorist through your insurance if youre ubering  FYI Ubers medical is for the pax not youOur insurance has paid out a ridiculous amount under the uninsured motorist policy  And these were all accidents that were unavoidable  The red light runners were not the just as the light changes types you can avoid by not taking off immediately when it turns green  The guy who pulled out in front of him was stopped and then simply took off without looking  Rearended sitting at a lightcant avoid that  Has happened to me twice  The second time they did have insuranceOh and in all the uninsured motorist accidents we were working  Three of them we were delivering newspapers to the route runners and one he was delivering pizzaYour chances of an accident go up when you drive more miles  Funny that"
"nobody","Uberest saidIf you are in an accident and the other driver was at fault your claim is against the other drivers insurance company  not your personal policy and not Ubers policy James River  However you need to report the accident to uber and your personal company  Uber may deactivate you temporarilyIf you were at fault while on uber business  with pax in car  the drivers you hit and your pax will file claims against James River and perhaps your personal policy   Repair of your car will be subject to the 1000 deductible at James River or if you use your personal policy its deductible But if your personal policy doesnt allow for ridesharing they wont do anything except cancel youClick to expandI dont think most insurance companies will cancel you because they have no liability if you are in an accident while ridesharing so it doesnt really matter to them  I was in an accident in february and contacted state farm which is my carrier  They determined they had no liability because they dont provide ridesharing coverage but they did not cancel my policy and my rates didnt even go up","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",4,73,"  If you are in an accident and the other driver was at fault your claim is against the other drivers insurance company  not your personal policy and not Ubers policy James River  However you need to report the accident to uber and your personal company  Uber may deactivate you temporarilyIf you were at fault while on uber business  with pax in car  the drivers you hit and your pax will file claims against James River and perhaps your personal policy   Repair of your car will be subject to the 1000 deductible at James River or if you use your personal policy its deductible But if your personal policy doesnt allow for ridesharing they wont do anything except cancel you I dont think most insurance companies will cancel you because they have no liability if you are in an accident while ridesharing so it doesnt really matter to them  I was in an accident in february and contacted state farm which is my carrier  They determined they had no liability because they dont provide ridesharing coverage but they did not cancel my policy and my rates didnt even go up"
"nobody","PeacefulJ saidDo you have commercial insuranceClick to expandno","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",4,73,"  Do you have commercial insurance no"
"PeacefulJ","nobody saidnoClick to expandYou were lucky","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",9,73,"  no You were lucky"
"nobody","or maybe Ubers insurance situation isnt the bogeyman people try to make it out to beor maybe I was lucky lol","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",4,73,"or maybe Ubers insurance situation isnt the bogeyman people try to make it out to beor maybe I was lucky lol"
"PeacefulJ","nobody saidor maybe Ubers insurance situation isnt the bogeyman people try to make it out to beor maybe I was lucky lolClick to expandLol leaning more towards luck I dont think ubers insurance is necessarily the boogeyman however their have been situations where ppl have thought they were covered when they werent I dont think uber covers you through all phases Someone correct me if Im wrong","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",9,73,"  or maybe Ubers insurance situation isnt the bogeyman people try to make it out to beor maybe I was lucky lol Lol leaning more towards luck I dont think ubers insurance is necessarily the boogeyman however their have been situations where ppl have thought they were covered when they werent I dont think uber covers you through all phases Someone correct me if Im wrong"
"illuminati","PeacefulJ saidIt is your responsibility to have commercial insurance If you think uber is going to cover you in an accident think again Though uber has an insurance policy its not what you seem to think it is GET COMMERCIAL INSURANCE OR YOU WILL BE UP SHTS CREEK WITHOUT A PADDLEClick to expandIf we get commercial insurance for part time driving then how will we make any profits at all Commercial insurance costs 3000yr","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",4,73,"  It is your responsibility to have commercial insurance If you think uber is going to cover you in an accident think again Though uber has an insurance policy its not what you seem to think it is GET COMMERCIAL INSURANCE OR YOU WILL BE UP SHTS CREEK WITHOUT A PADDLE If we get commercial insurance for part time driving then how will we make any profits at all Commercial insurance costs 3000yr"
"illuminati","nobody saidI was in an accident back in February that was basically my fault and John River covered the complete cost of repair of the other car involved  My car was totaled and they wrote a check to the bank I had my loan with completely paying it off  I didnt have to come out of pocket for anything other than purchasing another vehicle of courseClick to expandYou didnt even have to pay a deductible That is awesome coverage and seems fit considering the amount of money we pay to uber Also if you dont mind can you explain the process of what you did after the accident Did you email uber contact police and how did you contact the insurance","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",4,73,"  I was in an accident back in February that was basically my fault and John River covered the complete cost of repair of the other car involved  My car was totaled and they wrote a check to the bank I had my loan with completely paying it off  I didnt have to come out of pocket for anything other than purchasing another vehicle of course You didnt even have to pay a deductible That is awesome coverage and seems fit considering the amount of money we pay to uber Also if you dont mind can you explain the process of what you did after the accident Did you email uber contact police and how did you contact the insurance"
"illuminati","Uberest saidIf you are in an accident and the other driver was at fault your claim is against the other drivers insurance company  not your personal policy and not Ubers policy James River  However you need to report the accident to uber and your personal company  Uber may deactivate you temporarilyIf you were at fault while on uber business  with pax in car  the drivers you hit and your pax will file claims against James River and perhaps your personal policy   Repair of your car will be subject to the 1000 deductible at James River or if you use your personal policy its deductible But if your personal policy doesnt allow for ridesharing they wont do anything except cancel youClick to expandThis was exactly what I thought but needed confirmation","Sep 30, 2016","1","question-about-uber-insurance-what-happens-in-case-of-accident","https://uberpeople.net/threads/question-about-uber-insurance-what-happens-in-case-of-accident.107822/page-1",4,73,"  If you are in an accident and the other driver was at fault your claim is against the other drivers insurance company  not your personal policy and not Ubers policy James River  However you need to report the accident to uber and your personal company  Uber may deactivate you temporarilyIf you were at fault while on uber business  with pax in car  the drivers you hit and your pax will file claims against James River and perhaps your personal policy   Repair of your car will be subject to the 1000 deductible at James River or if you use your personal policy its deductible But if your personal policy doesnt allow for ridesharing they wont do anything except cancel you This was exactly what I thought but needed confirmation"
